位階排名,牌型,牌面,花色變體數,位置起(1-based),位置訖,千萬位percentile,位階名次%
1035,一對,1010+KJ8,384,397057,397440,4142483.05,19.5099
1036,一對,1010+KJ9,384,397441,397824,4146489.31,19.5287
1037,一對,1010+KQ2,384,397825,398208,4150495.57,19.5476
1038,一對,1010+KQ3,384,398209,398592,4154501.83,19.5664
1039,一對,1010+KQ4,384,398593,398976,4158508.09,19.5853
1040,一對,1010+KQ5,384,398977,399360,4162514.35,19.6041
1041,一對,1010+KQ6,384,399361,399744,4166520.61,19.623
1042,一對,1010+KQ7,384,399745,400128,4170526.86,19.6418
1043,一對,1010+KQ8,384,400129,400512,4174533.12,19.6607
1044,一對,1010+KQ9,384,400513,400896,4178539.38,19.6795
1045,一對,1010+KQJ,384,400897,401280,4182545.64,19.6984
1046,一對,1010+A32,384,401281,401664,4186551.9,19.7172
1047,一對,1010+A42,384,401665,402048,4190558.16,19.7361
1048,一對,1010+A43,384,402049,402432,4194564.42,19.7549
1049,一對,1010+A52,384,402433,402816,4198570.68,19.7738
1050,一對,1010+A53,384,402817,403200,4202576.94,19.7926
1051,一對,1010+A54,384,403201,403584,4206583.2,19.8115
1052,一對,1010+A62,384,403585,403968,4210589.46,19.8303
1053,一對,1010+A63,384,403969,404352,4214595.72,19.8492
1054,一對,1010+A64,384,404353,404736,4218601.98,19.868
1055,一對,1010+A65,384,404737,405120,4222608.24,19.8869
1056,一對,1010+A72,384,405121,405504,4226614.5,19.9057
1057,一對,1010+A73,384,405505,405888,4230620.76,19.9246
1058,一對,1010+A74,384,405889,406272,4234627.02,19.9434
1059,一對,1010+A75,384,406273,406656,4238633.28,19.9623
1060,一對,1010+A76,384,406657,407040,4242639.54,19.9811
1061,一對,1010+A82,384,407041,407424,4246645.8,20.0
1062,一對,1010+A83,384,407425,407808,4250652.06,20.0189
1063,一對,1010+A84,384,407809,408192,4254658.32,20.0377
1064,一對,1010+A85,384,408193,408576,4258664.58,20.0566
1065,一對,1010+A86,384,408577,408960,4262670.84,20.0754
1066,一對,1010+A87,384,408961,409344,4266677.1,20.0943
1067,一對,1010+A92,384,409345,409728,4270683.36,20.1131
1068,一對,1010+A93,384,409729,410112,4274689.62,20.132
1069,一對,1010+A94,384,410113,410496,4278695.88,20.1508
1070,一對,1010+A95,384,410497,410880,4282702.14,20.1697
1071,一對,1010+A96,384,410881,411264,4286708.4,20.1885
1072,一對,1010+A97,384,411265,411648,4290714.66,20.2074
1073,一對,1010+A98,384,411649,412032,4294720.92,20.2262
1074,一對,1010+AJ2,384,412033,412416,4298727.18,20.2451
1075,一對,1010+AJ3,384,412417,412800,4302733.44,20.2639
1076,一對,1010+AJ4,384,412801,413184,4306739.7,20.2828
1077,一對,1010+AJ5,384,413185,413568,4310745.96,20.3016
1078,一對,1010+AJ6,384,413569,413952,4314752.22,20.3205
1079,一對,1010+AJ7,384,413953,414336,4318758.48,20.3393
1080,一對,1010+AJ8,384,414337,414720,4322764.74,20.3582
1081,一對,1010+AJ9,384,414721,415104,4326771.0,20.377
1082,一對,1010+AQ2,384,415105,415488,4330777.26,20.3959
1083,一對,1010+AQ3,384,415489,415872,4334783.52,20.4147
1084,一對,1010+AQ4,384,415873,416256,4338789.78,20.4336
1085,一對,1010+AQ5,384,416257,416640,4342796.04,20.4524
1086,一對,1010+AQ6,384,416641,417024,4346802.3,20.4713
1087,一對,1010+AQ7,384,417025,417408,4350808.56,20.4901
1088,一對,1010+AQ8,384,417409,417792,4354814.81,20.509
1089,一對,1010+AQ9,384,417793,418176,4358821.07,20.5278
1090,一對,1010+AQJ,384,418177,418560,4362827.33,20.5467
1091,一對,1010+AK2,384,418561,418944,4366833.59,20.5655
1092,一對,1010+AK3,384,418945,419328,4370839.85,20.5844
1093,一對,1010+AK4,384,419329,419712,4374846.11,20.6032
1094,一對,1010+AK5,384,419713,420096,4378852.37,20.6221
1095,一對,1010+AK6,384,420097,420480,4382858.63,20.6409
1096,一對,1010+AK7,384,420481,420864,4386864.89,20.6598
1097,一對,1010+AK8,384,420865,421248,4390871.15,20.6786
1098,一對,1010+AK9,384,421249,421632,4394877.41,20.6975
1099,一對,1010+AKJ,384,421633,422016,4398883.67,20.7163
1100,一對,1010+AKQ,384,422017,422400,4402889.93,20.7352
1101,一對,JJ+432,384,422401,422784,4406896.19,20.754
1102,一對,JJ+532,384,422785,423168,4410902.45,20.7729
1103,一對,JJ+542,384,423169,423552,4414908.71,20.7917
1104,一對,JJ+543,384,423553,423936,4418914.97,20.8106
1105,一對,JJ+632,384,423937,424320,4422921.23,20.8294
1106,一對,JJ+642,384,424321,424704,4426927.49,20.8483
1107,一對,JJ+643,384,424705,425088,4430933.75,20.8671
1108,一對,JJ+652,384,425089,425472,4434940.01,20.886
1109,一對,JJ+653,384,425473,425856,4438946.27,20.9048
1110,一對,JJ+654,384,425857,426240,4442952.53,20.9237
1111,一對,JJ+732,384,426241,426624,4446958.79,20.9425
1112,一對,JJ+742,384,426625,427008,4450965.05,20.9614
1113,一對,JJ+743,384,427009,427392,4454971.31,20.9802
1114,一對,JJ+752,384,427393,427776,4458977.57,20.9991
1115,一對,JJ+753,384,427777,428160,4462983.83,21.0179
1116,一對,JJ+754,384,428161,428544,4466990.09,21.0368
1117,一對,JJ+762,384,428545,428928,4470996.35,21.0556
1118,一對,JJ+763,384,428929,429312,4475002.61,21.0745
1119,一對,JJ+764,384,429313,429696,4479008.87,21.0933
1120,一對,JJ+765,384,429697,430080,4483015.13,21.1122
1121,一對,JJ+832,384,430081,430464,4487021.39,21.131
1122,一對,JJ+842,384,430465,430848,4491027.65,21.1499
1123,一對,JJ+843,384,430849,431232,4495033.91,21.1687
1124,一對,JJ+852,384,431233,431616,4499040.17,21.1876
1125,一對,JJ+853,384,431617,432000,4503046.43,21.2064
1126,一對,JJ+854,384,432001,432384,4507052.69,21.2253
1127,一對,JJ+862,384,432385,432768,4511058.95,21.2441
1128,一對,JJ+863,384,432769,433152,4515065.21,21.263
1129,一對,JJ+864,384,433153,433536,4519071.47,21.2818
1130,一對,JJ+865,384,433537,433920,4523077.73,21.3007
1131,一對,JJ+872,384,433921,434304,4527083.99,21.3195
1132,一對,JJ+873,384,434305,434688,4531090.25,21.3384
1133,一對,JJ+874,384,434689,435072,4535096.5,21.3572
1134,一對,JJ+875,384,435073,435456,4539102.76,21.3761
1135,一對,JJ+876,384,435457,435840,4543109.02,21.3949
1136,一對,JJ+932,384,435841,436224,4547115.28,21.4138
1137,一對,JJ+942,384,436225,436608,4551121.54,21.4326
1138,一對,JJ+943,384,436609,436992,4555127.8,21.4515
1139,一對,JJ+952,384,436993,437376,4559134.06,21.4703
1140,一對,JJ+953,384,437377,437760,4563140.32,21.4892
1141,一對,JJ+954,384,437761,438144,4567146.58,21.508
1142,一對,JJ+962,384,438145,438528,4571152.84,21.5269
1143,一對,JJ+963,384,438529,438912,4575159.1,21.5457
1144,一對,JJ+964,384,438913,439296,4579165.36,21.5646
1145,一對,JJ+965,384,439297,439680,4583171.62,21.5834
1146,一對,JJ+972,384,439681,440064,4587177.88,21.6023
1147,一對,JJ+973,384,440065,440448,4591184.14,21.6211
1148,一對,JJ+974,384,440449,440832,4595190.4,21.64
1149,一對,JJ+975,384,440833,441216,4599196.66,21.6588
1150,一對,JJ+976,384,441217,441600,4603202.92,21.6777
1151,一對,JJ+982,384,441601,441984,4607209.18,21.6965
1152,一對,JJ+983,384,441985,442368,4611215.44,21.7154
1153,一對,JJ+984,384,442369,442752,4615221.7,21.7342
1154,一對,JJ+985,384,442753,443136,4619227.96,21.7531
1155,一對,JJ+986,384,443137,443520,4623234.22,21.7719
1156,一對,JJ+987,384,443521,443904,4627240.48,21.7908
1157,一對,JJ+1032,384,443905,444288,4631246.74,21.8096
1158,一對,JJ+1042,384,444289,444672,4635253.0,21.8285
1159,一對,JJ+1043,384,444673,445056,4639259.26,21.8473
1160,一對,JJ+1052,384,445057,445440,4643265.52,21.8662
1161,一對,JJ+1053,384,445441,445824,4647271.78,21.885
1162,一對,JJ+1054,384,445825,446208,4651278.04,21.9039
1163,一對,JJ+1062,384,446209,446592,4655284.3,21.9227
1164,一對,JJ+1063,384,446593,446976,4659290.56,21.9416
1165,一對,JJ+1064,384,446977,447360,4663296.82,21.9604
1166,一對,JJ+1065,384,447361,447744,4667303.08,21.9793
1167,一對,JJ+1072,384,447745,448128,4671309.34,21.9981
1168,一對,JJ+1073,384,448129,448512,4675315.6,22.017
1169,一對,JJ+1074,384,448513,448896,4679321.86,22.0358
1170,一對,JJ+1075,384,448897,449280,4683328.12,22.0547
1171,一對,JJ+1076,384,449281,449664,4687334.38,22.0735
1172,一對,JJ+1082,384,449665,450048,4691340.64,22.0924
1173,一對,JJ+1083,384,450049,450432,4695346.9,22.1112
1174,一對,JJ+1084,384,450433,450816,4699353.16,22.1301
1175,一對,JJ+1085,384,450817,451200,4703359.42,22.1489
1176,一對,JJ+1086,384,451201,451584,4707365.68,22.1678
1177,一對,JJ+1087,384,451585,451968,4711371.94,22.1866
1178,一對,JJ+1092,384,451969,452352,4715378.2,22.2055
1179,一對,JJ+1093,384,452353,452736,4719384.45,22.2243
1180,一對,JJ+1094,384,452737,453120,4723390.71,22.2432
1181,一對,JJ+1095,384,453121,453504,4727396.97,22.262
1182,一對,JJ+1096,384,453505,453888,4731403.23,22.2809
1183,一對,JJ+1097,384,453889,454272,4735409.49,22.2997
1184,一對,JJ+1098,384,454273,454656,4739415.75,22.3186
1185,一對,JJ+Q32,384,454657,455040,4743422.01,22.3374
1186,一對,JJ+Q42,384,455041,455424,4747428.27,22.3563
1187,一對,JJ+Q43,384,455425,455808,4751434.53,22.3751
1188,一對,JJ+Q52,384,455809,456192,4755440.79,22.394
1189,一對,JJ+Q53,384,456193,456576,4759447.05,22.4128
1190,一對,JJ+Q54,384,456577,456960,4763453.31,22.4317
1191,一對,JJ+Q62,384,456961,457344,4767459.57,22.4505
1192,一對,JJ+Q63,384,457345,457728,4771465.83,22.4694
1193,一對,JJ+Q64,384,457729,458112,4775472.09,22.4882
1194,一對,JJ+Q65,384,458113,458496,4779478.35,22.5071
1195,一對,JJ+Q72,384,458497,458880,4783484.61,22.5259
1196,一對,JJ+Q73,384,458881,459264,4787490.87,22.5448
1197,一對,JJ+Q74,384,459265,459648,4791497.13,22.5636
1198,一對,JJ+Q75,384,459649,460032,4795503.39,22.5825
1199,一對,JJ+Q76,384,460033,460416,4799509.65,22.6013
1200,一對,JJ+Q82,384,460417,460800,4803515.91,22.6202
1201,一對,JJ+Q83,384,460801,461184,4807522.17,22.639
1202,一對,JJ+Q84,384,461185,461568,4811528.43,22.6579
1203,一對,JJ+Q85,384,461569,461952,4815534.69,22.6767
1204,一對,JJ+Q86,384,461953,462336,4819540.95,22.6956
1205,一對,JJ+Q87,384,462337,462720,4823547.21,22.7144
1206,一對,JJ+Q92,384,462721,463104,4827553.47,22.7333
1207,一對,JJ+Q93,384,463105,463488,4831559.73,22.7521
1208,一對,JJ+Q94,384,463489,463872,4835565.99,22.771
1209,一對,JJ+Q95,384,463873,464256,4839572.25,22.7898
1210,一對,JJ+Q96,384,464257,464640,4843578.51,22.8087
1211,一對,JJ+Q97,384,464641,465024,4847584.77,22.8275
1212,一對,JJ+Q98,384,465025,465408,4851591.03,22.8464
1213,一對,JJ+Q102,384,465409,465792,4855597.29,22.8652
1214,一對,JJ+Q103,384,465793,466176,4859603.55,22.8841
1215,一對,JJ+Q104,384,466177,466560,4863609.81,22.9029
1216,一對,JJ+Q105,384,466561,466944,4867616.07,22.9218
1217,一對,JJ+Q106,384,466945,467328,4871622.33,22.9406
1218,一對,JJ+Q107,384,467329,467712,4875628.59,22.9595
1219,一對,JJ+Q108,384,467713,468096,4879634.85,22.9783
1220,一對,JJ+Q109,384,468097,468480,4883641.11,22.9972
1221,一對,JJ+K32,384,468481,468864,4887647.37,23.016
1222,一對,JJ+K42,384,468865,469248,4891653.63,23.0349
1223,一對,JJ+K43,384,469249,469632,4895659.89,23.0537
1224,一對,JJ+K52,384,469633,470016,4899666.15,23.0726
1225,一對,JJ+K53,384,470017,470400,4903672.4,23.0914
1226,一對,JJ+K54,384,470401,470784,4907678.66,23.1103
1227,一對,JJ+K62,384,470785,471168,4911684.92,23.1291
1228,一對,JJ+K63,384,471169,471552,4915691.18,23.148
1229,一對,JJ+K64,384,471553,471936,4919697.44,23.1668
1230,一對,JJ+K65,384,471937,472320,4923703.7,23.1857
1231,一對,JJ+K72,384,472321,472704,4927709.96,23.2045
1232,一對,JJ+K73,384,472705,473088,4931716.22,23.2234
1233,一對,JJ+K74,384,473089,473472,4935722.48,23.2422
1234,一對,JJ+K75,384,473473,473856,4939728.74,23.2611
1235,一對,JJ+K76,384,473857,474240,4943735.0,23.2799
1236,一對,JJ+K82,384,474241,474624,4947741.26,23.2988
1237,一對,JJ+K83,384,474625,475008,4951747.52,23.3176
1238,一對,JJ+K84,384,475009,475392,4955753.78,23.3365
1239,一對,JJ+K85,384,475393,475776,4959760.04,23.3553
1240,一對,JJ+K86,384,475777,476160,4963766.3,23.3742
1241,一對,JJ+K87,384,476161,476544,4967772.56,23.393
1242,一對,JJ+K92,384,476545,476928,4971778.82,23.4119
1243,一對,JJ+K93,384,476929,477312,4975785.08,23.4307
1244,一對,JJ+K94,384,477313,477696,4979791.34,23.4496
1245,一對,JJ+K95,384,477697,478080,4983797.6,23.4684
1246,一對,JJ+K96,384,478081,478464,4987803.86,23.4873
1247,一對,JJ+K97,384,478465,478848,4991810.12,23.5061
1248,一對,JJ+K98,384,478849,479232,4995816.38,23.525
1249,一對,JJ+K102,384,479233,479616,4999822.64,23.5438
1250,一對,JJ+K103,384,479617,480000,5003828.9,23.5627
1251,一對,JJ+K104,384,480001,480384,5007835.16,23.5815
1252,一對,JJ+K105,384,480385,480768,5011841.42,23.6004
1253,一對,JJ+K106,384,480769,481152,5015847.68,23.6192
1254,一對,JJ+K107,384,481153,481536,5019853.94,23.6381
1255,一對,JJ+K108,384,481537,481920,5023860.2,23.6569
1256,一對,JJ+K109,384,481921,482304,5027866.46,23.6758
1257,一對,JJ+KQ2,384,482305,482688,5031872.72,23.6946
1258,一對,JJ+KQ3,384,482689,483072,5035878.98,23.7135
1259,一對,JJ+KQ4,384,483073,483456,5039885.24,23.7323
1260,一對,JJ+KQ5,384,483457,483840,5043891.5,23.7512
1261,一對,JJ+KQ6,384,483841,484224,5047897.76,23.77
1262,一對,JJ+KQ7,384,484225,484608,5051904.02,23.7889
1263,一對,JJ+KQ8,384,484609,484992,5055910.28,23.8077
1264,一對,JJ+KQ9,384,484993,485376,5059916.54,23.8266
1265,一對,JJ+KQ10,384,485377,485760,5063922.8,23.8454
1266,一對,JJ+A32,384,485761,486144,5067929.06,23.8643
1267,一對,JJ+A42,384,486145,486528,5071935.32,23.8831
1268,一對,JJ+A43,384,486529,486912,5075941.58,23.902
1269,一對,JJ+A52,384,486913,487296,5079947.84,23.9208
1270,一對,JJ+A53,384,487297,487680,5083954.09,23.9397
1271,一對,JJ+A54,384,487681,488064,5087960.35,23.9585
1272,一對,JJ+A62,384,488065,488448,5091966.61,23.9774
1273,一對,JJ+A63,384,488449,488832,5095972.87,23.9962
1274,一對,JJ+A64,384,488833,489216,5099979.13,24.0151
1275,一對,JJ+A65,384,489217,489600,5103985.39,24.0339
1276,一對,JJ+A72,384,489601,489984,5107991.65,24.0528
1277,一對,JJ+A73,384,489985,490368,5111997.91,24.0716
1278,一對,JJ+A74,384,490369,490752,5116004.17,24.0905
1279,一對,JJ+A75,384,490753,491136,5120010.43,24.1093
1280,一對,JJ+A76,384,491137,491520,5124016.69,24.1282
1281,一對,JJ+A82,384,491521,491904,5128022.95,24.147
1282,一對,JJ+A83,384,491905,492288,5132029.21,24.1659
1283,一對,JJ+A84,384,492289,492672,5136035.47,24.1847
1284,一對,JJ+A85,384,492673,493056,5140041.73,24.2036
1285,一對,JJ+A86,384,493057,493440,5144047.99,24.2224
1286,一對,JJ+A87,384,493441,493824,5148054.25,24.2413
1287,一對,JJ+A92,384,493825,494208,5152060.51,24.2601
1288,一對,JJ+A93,384,494209,494592,5156066.77,24.279
1289,一對,JJ+A94,384,494593,494976,5160073.03,24.2978
1290,一對,JJ+A95,384,494977,495360,5164079.29,24.3167
1291,一對,JJ+A96,384,495361,495744,5168085.55,24.3355
1292,一對,JJ+A97,384,495745,496128,5172091.81,24.3544
1293,一對,JJ+A98,384,496129,496512,5176098.07,24.3732
1294,一對,JJ+A102,384,496513,496896,5180104.33,24.3921
1295,一對,JJ+A103,384,496897,497280,5184110.59,24.4109
1296,一對,JJ+A104,384,497281,497664,5188116.85,24.4298
1297,一對,JJ+A105,384,497665,498048,5192123.11,24.4486
1298,一對,JJ+A106,384,498049,498432,5196129.37,24.4675
1299,一對,JJ+A107,384,498433,498816,5200135.63,24.4863
1300,一對,JJ+A108,384,498817,499200,5204141.89,24.5052
1301,一對,JJ+A109,384,499201,499584,5208148.15,24.524
1302,一對,JJ+AQ2,384,499585,499968,5212154.41,24.5429
1303,一對,JJ+AQ3,384,499969,500352,5216160.67,24.5617
1304,一對,JJ+AQ4,384,500353,500736,5220166.93,24.5806
1305,一對,JJ+AQ5,384,500737,501120,5224173.19,24.5994
1306,一對,JJ+AQ6,384,501121,501504,5228179.45,24.6183
1307,一對,JJ+AQ7,384,501505,501888,5232185.71,24.6371
1308,一對,JJ+AQ8,384,501889,502272,5236191.97,24.656
1309,一對,JJ+AQ9,384,502273,502656,5240198.23,24.6748
1310,一對,JJ+AQ10,384,502657,503040,5244204.49,24.6937
1311,一對,JJ+AK2,384,503041,503424,5248210.75,24.7125
1312,一對,JJ+AK3,384,503425,503808,5252217.01,24.7314
1313,一對,JJ+AK4,384,503809,504192,5256223.27,24.7502
1314,一對,JJ+AK5,384,504193,504576,5260229.53,24.7691
1315,一對,JJ+AK6,384,504577,504960,5264235.79,24.7879
1316,一對,JJ+AK7,384,504961,505344,5268242.04,24.8068
1317,一對,JJ+AK8,384,505345,505728,5272248.3,24.8256
1318,一對,JJ+AK9,384,505729,506112,5276254.56,24.8445
1319,一對,JJ+AK10,384,506113,506496,5280260.82,24.8633
1320,一對,JJ+AKQ,384,506497,506880,5284267.08,24.8822
1321,一對,QQ+432,384,506881,507264,5288273.34,24.901
1322,一對,QQ+532,384,507265,507648,5292279.6,24.9199
1323,一對,QQ+542,384,507649,508032,5296285.86,24.9387
1324,一對,QQ+543,384,508033,508416,5300292.12,24.9576
1325,一對,QQ+632,384,508417,508800,5304298.38,24.9764
1326,一對,QQ+642,384,508801,509184,5308304.64,24.9953
1327,一對,QQ+643,384,509185,509568,5312310.9,25.0141
1328,一對,QQ+652,384,509569,509952,5316317.16,25.033
1329,一對,QQ+653,384,509953,510336,5320323.42,25.0518
1330,一對,QQ+654,384,510337,510720,5324329.68,25.0707
1331,一對,QQ+732,384,510721,511104,5328335.94,25.0895
1332,一對,QQ+742,384,511105,511488,5332342.2,25.1084
1333,一對,QQ+743,384,511489,511872,5336348.46,25.1272
1334,一對,QQ+752,384,511873,512256,5340354.72,25.1461
1335,一對,QQ+753,384,512257,512640,5344360.98,25.1649
1336,一對,QQ+754,384,512641,513024,5348367.24,25.1838
1337,一對,QQ+762,384,513025,513408,5352373.5,25.2026
1338,一對,QQ+763,384,513409,513792,5356379.76,25.2215
1339,一對,QQ+764,384,513793,514176,5360386.02,25.2403
1340,一對,QQ+765,384,514177,514560,5364392.28,25.2592
1341,一對,QQ+832,384,514561,514944,5368398.54,25.278
1342,一對,QQ+842,384,514945,515328,5372404.8,25.2969
1343,一對,QQ+843,384,515329,515712,5376411.06,25.3157
1344,一對,QQ+852,384,515713,516096,5380417.32,25.3346
1345,一對,QQ+853,384,516097,516480,5384423.58,25.3534
1346,一對,QQ+854,384,516481,516864,5388429.84,25.3723
1347,一對,QQ+862,384,516865,517248,5392436.1,25.3911
1348,一對,QQ+863,384,517249,517632,5396442.36,25.41
1349,一對,QQ+864,384,517633,518016,5400448.62,25.4288
1350,一對,QQ+865,384,518017,518400,5404454.88,25.4477
1351,一對,QQ+872,384,518401,518784,5408461.14,25.4665
1352,一對,QQ+873,384,518785,519168,5412467.4,25.4854
1353,一對,QQ+874,384,519169,519552,5416473.66,25.5042
1354,一對,QQ+875,384,519553,519936,5420479.92,25.5231
1355,一對,QQ+876,384,519937,520320,5424486.18,25.5419
1356,一對,QQ+932,384,520321,520704,5428492.44,25.5608
1357,一對,QQ+942,384,520705,521088,5432498.7,25.5796
1358,一對,QQ+943,384,521089,521472,5436504.96,25.5985
1359,一對,QQ+952,384,521473,521856,5440511.22,25.6173
1360,一對,QQ+953,384,521857,522240,5444517.48,25.6362
1361,一對,QQ+954,384,522241,522624,5448523.74,25.655
1362,一對,QQ+962,384,522625,523008,5452529.99,25.6739
1363,一對,QQ+963,384,523009,523392,5456536.25,25.6927
1364,一對,QQ+964,384,523393,523776,5460542.51,25.7116
1365,一對,QQ+965,384,523777,524160,5464548.77,25.7304
1366,一對,QQ+972,384,524161,524544,5468555.03,25.7493
1367,一對,QQ+973,384,524545,524928,5472561.29,25.7681
1368,一對,QQ+974,384,524929,525312,5476567.55,25.787
1369,一對,QQ+975,384,525313,525696,5480573.81,25.8058
1370,一對,QQ+976,384,525697,526080,5484580.07,25.8247
1371,一對,QQ+982,384,526081,526464,5488586.33,25.8435
1372,一對,QQ+983,384,526465,526848,5492592.59,25.8624
1373,一對,QQ+984,384,526849,527232,5496598.85,25.8812
1374,一對,QQ+985,384,527233,527616,5500605.11,25.9001
1375,一對,QQ+986,384,527617,528000,5504611.37,25.9189
1376,一對,QQ+987,384,528001,528384,5508617.63,25.9378
1377,一對,QQ+1032,384,528385,528768,5512623.89,25.9566
1378,一對,QQ+1042,384,528769,529152,5516630.15,25.9755
1379,一對,QQ+1043,384,529153,529536,5520636.41,25.9943
1380,一對,QQ+1052,384,529537,529920,5524642.67,26.0132
1381,一對,QQ+1053,384,529921,530304,5528648.93,26.032
1382,一對,QQ+1054,384,530305,530688,5532655.19,26.0509
1383,一對,QQ+1062,384,530689,531072,5536661.45,26.0697
1384,一對,QQ+1063,384,531073,531456,5540667.71,26.0886
1385,一對,QQ+1064,384,531457,531840,5544673.97,26.1074
1386,一對,QQ+1065,384,531841,532224,5548680.23,26.1263
1387,一對,QQ+1072,384,532225,532608,5552686.49,26.1451
1388,一對,QQ+1073,384,532609,532992,5556692.75,26.164
1389,一對,QQ+1074,384,532993,533376,5560699.01,26.1828
1390,一對,QQ+1075,384,533377,533760,5564705.27,26.2017
1391,一對,QQ+1076,384,533761,534144,5568711.53,26.2205
1392,一對,QQ+1082,384,534145,534528,5572717.79,26.2394
1393,一對,QQ+1083,384,534529,534912,5576724.05,26.2582
1394,一對,QQ+1084,384,534913,535296,5580730.31,26.2771
1395,一對,QQ+1085,384,535297,535680,5584736.57,26.2959
1396,一對,QQ+1086,384,535681,536064,5588742.83,26.3148
1397,一對,QQ+1087,384,536065,536448,5592749.09,26.3336
1398,一對,QQ+1092,384,536449,536832,5596755.35,26.3525
1399,一對,QQ+1093,384,536833,537216,5600761.61,26.3713
1400,一對,QQ+1094,384,537217,537600,5604767.87,26.3902
1401,一對,QQ+1095,384,537601,537984,5608774.13,26.409
1402,一對,QQ+1096,384,537985,538368,5612780.39,26.4279
1403,一對,QQ+1097,384,538369,538752,5616786.65,26.4467
1404,一對,QQ+1098,384,538753,539136,5620792.91,26.4656
1405,一對,QQ+J32,384,539137,539520,5624799.17,26.4844
1406,一對,QQ+J42,384,539521,539904,5628805.43,26.5033
1407,一對,QQ+J43,384,539905,540288,5632811.68,26.5221
1408,一對,QQ+J52,384,540289,540672,5636817.94,26.541
1409,一對,QQ+J53,384,540673,541056,5640824.2,26.5598
1410,一對,QQ+J54,384,541057,541440,5644830.46,26.5787
1411,一對,QQ+J62,384,541441,541824,5648836.72,26.5975
1412,一對,QQ+J63,384,541825,542208,5652842.98,26.6164
1413,一對,QQ+J64,384,542209,542592,5656849.24,26.6352
1414,一對,QQ+J65,384,542593,542976,5660855.5,26.6541
1415,一對,QQ+J72,384,542977,543360,5664861.76,26.673
1416,一對,QQ+J73,384,543361,543744,5668868.02,26.6918
1417,一對,QQ+J74,384,543745,544128,5672874.28,26.7107
1418,一對,QQ+J75,384,544129,544512,5676880.54,26.7295
1419,一對,QQ+J76,384,544513,544896,5680886.8,26.7484
1420,一對,QQ+J82,384,544897,545280,5684893.06,26.7672
1421,一對,QQ+J83,384,545281,545664,5688899.32,26.7861
1422,一對,QQ+J84,384,545665,546048,5692905.58,26.8049
1423,一對,QQ+J85,384,546049,546432,5696911.84,26.8238
1424,一對,QQ+J86,384,546433,546816,5700918.1,26.8426
1425,一對,QQ+J87,384,546817,547200,5704924.36,26.8615
1426,一對,QQ+J92,384,547201,547584,5708930.62,26.8803
1427,一對,QQ+J93,384,547585,547968,5712936.88,26.8992
1428,一對,QQ+J94,384,547969,548352,5716943.14,26.918
1429,一對,QQ+J95,384,548353,548736,5720949.4,26.9369
1430,一對,QQ+J96,384,548737,549120,5724955.66,26.9557
1431,一對,QQ+J97,384,549121,549504,5728961.92,26.9746
1432,一對,QQ+J98,384,549505,549888,5732968.18,26.9934
1433,一對,QQ+J102,384,549889,550272,5736974.44,27.0123
1434,一對,QQ+J103,384,550273,550656,5740980.7,27.0311
1435,一對,QQ+J104,384,550657,551040,5744986.96,27.05
1436,一對,QQ+J105,384,551041,551424,5748993.22,27.0688
1437,一對,QQ+J106,384,551425,551808,5752999.48,27.0877
1438,一對,QQ+J107,384,551809,552192,5757005.74,27.1065
1439,一對,QQ+J108,384,552193,552576,5761012.0,27.1254
1440,一對,QQ+J109,384,552577,552960,5765018.26,27.1442
1441,一對,QQ+K32,384,552961,553344,5769024.52,27.1631
1442,一對,QQ+K42,384,553345,553728,5773030.78,27.1819
1443,一對,QQ+K43,384,553729,554112,5777037.04,27.2008
1444,一對,QQ+K52,384,554113,554496,5781043.3,27.2196
1445,一對,QQ+K53,384,554497,554880,5785049.56,27.2385
1446,一對,QQ+K54,384,554881,555264,5789055.82,27.2573
1447,一對,QQ+K62,384,555265,555648,5793062.08,27.2762
1448,一對,QQ+K63,384,555649,556032,5797068.34,27.295
1449,一對,QQ+K64,384,556033,556416,5801074.6,27.3139
1450,一對,QQ+K65,384,556417,556800,5805080.86,27.3327
1451,一對,QQ+K72,384,556801,557184,5809087.12,27.3516
1452,一對,QQ+K73,384,557185,557568,5813093.38,27.3704
1453,一對,QQ+K74,384,557569,557952,5817099.63,27.3893
1454,一對,QQ+K75,384,557953,558336,5821105.89,27.4081
1455,一對,QQ+K76,384,558337,558720,5825112.15,27.427
1456,一對,QQ+K82,384,558721,559104,5829118.41,27.4458
1457,一對,QQ+K83,384,559105,559488,5833124.67,27.4647
1458,一對,QQ+K84,384,559489,559872,5837130.93,27.4835
1459,一對,QQ+K85,384,559873,560256,5841137.19,27.5024
1460,一對,QQ+K86,384,560257,560640,5845143.45,27.5212
1461,一對,QQ+K87,384,560641,561024,5849149.71,27.5401
1462,一對,QQ+K92,384,561025,561408,5853155.97,27.5589
1463,一對,QQ+K93,384,561409,561792,5857162.23,27.5778
1464,一對,QQ+K94,384,561793,562176,5861168.49,27.5966
1465,一對,QQ+K95,384,562177,562560,5865174.75,27.6155
1466,一對,QQ+K96,384,562561,562944,5869181.01,27.6343
1467,一對,QQ+K97,384,562945,563328,5873187.27,27.6532
1468,一對,QQ+K98,384,563329,563712,5877193.53,27.672
1469,一對,QQ+K102,384,563713,564096,5881199.79,27.6909
1470,一對,QQ+K103,384,564097,564480,5885206.05,27.7097
1471,一對,QQ+K104,384,564481,564864,5889212.31,27.7286
1472,一對,QQ+K105,384,564865,565248,5893218.57,27.7474
