位階排名,牌型,牌面,花色變體數,位置起(1-based),位置訖,千萬位percentile,位階名次%
2490,兩對,QQ+33+6,144,833617,833760,8697099.63,46.9369
2491,兩對,QQ+33+7,144,833761,833904,8698601.98,46.9557
2492,兩對,QQ+33+8,144,833905,834048,8700104.33,46.9746
2493,兩對,QQ+33+9,144,834049,834192,8701606.68,46.9934
2494,兩對,QQ+33+10,144,834193,834336,8703109.02,47.0123
2495,兩對,QQ+33+J,144,834337,834480,8704611.37,47.0311
2496,兩對,QQ+33+K,144,834481,834624,8706113.72,47.05
2497,兩對,QQ+33+A,144,834625,834768,8707616.07,47.0688
2498,兩對,QQ+44+2,144,834769,834912,8709118.41,47.0877
2499,兩對,QQ+44+3,144,834913,835056,8710620.76,47.1065
2500,兩對,QQ+44+5,144,835057,835200,8712123.11,47.1254
2501,兩對,QQ+44+6,144,835201,835344,8713625.46,47.1442
2502,兩對,QQ+44+7,144,835345,835488,8715127.8,47.1631
2503,兩對,QQ+44+8,144,835489,835632,8716630.15,47.1819
2504,兩對,QQ+44+9,144,835633,835776,8718132.5,47.2008
2505,兩對,QQ+44+10,144,835777,835920,8719634.85,47.2196
2506,兩對,QQ+44+J,144,835921,836064,8721137.19,47.2385
2507,兩對,QQ+44+K,144,836065,836208,8722639.54,47.2573
2508,兩對,QQ+44+A,144,836209,836352,8724141.89,47.2762
2509,兩對,QQ+55+2,144,836353,836496,8725644.24,47.295
2510,兩對,QQ+55+3,144,836497,836640,8727146.58,47.3139
2511,兩對,QQ+55+4,144,836641,836784,8728648.93,47.3327
2512,兩對,QQ+55+6,144,836785,836928,8730151.28,47.3516
2513,兩對,QQ+55+7,144,836929,837072,8731653.63,47.3704
2514,兩對,QQ+55+8,144,837073,837216,8733155.97,47.3893
2515,兩對,QQ+55+9,144,837217,837360,8734658.32,47.4081
2516,兩對,QQ+55+10,144,837361,837504,8736160.67,47.427
2517,兩對,QQ+55+J,144,837505,837648,8737663.02,47.4458
2518,兩對,QQ+55+K,144,837649,837792,8739165.36,47.4647
2519,兩對,QQ+55+A,144,837793,837936,8740667.71,47.4835
2520,兩對,QQ+66+2,144,837937,838080,8742170.06,47.5024
2521,兩對,QQ+66+3,144,838081,838224,8743672.4,47.5212
2522,兩對,QQ+66+4,144,838225,838368,8745174.75,47.5401
2523,兩對,QQ+66+5,144,838369,838512,8746677.1,47.5589
2524,兩對,QQ+66+7,144,838513,838656,8748179.45,47.5778
2525,兩對,QQ+66+8,144,838657,838800,8749681.79,47.5966
2526,兩對,QQ+66+9,144,838801,838944,8751184.14,47.6155
2527,兩對,QQ+66+10,144,838945,839088,8752686.49,47.6343
2528,兩對,QQ+66+J,144,839089,839232,8754188.84,47.6532
2529,兩對,QQ+66+K,144,839233,839376,8755691.18,47.672
2530,兩對,QQ+66+A,144,839377,839520,8757193.53,47.6909
2531,兩對,QQ+77+2,144,839521,839664,8758695.88,47.7097
2532,兩對,QQ+77+3,144,839665,839808,8760198.23,47.7286
2533,兩對,QQ+77+4,144,839809,839952,8761700.57,47.7474
2534,兩對,QQ+77+5,144,839953,840096,8763202.92,47.7663
2535,兩對,QQ+77+6,144,840097,840240,8764705.27,47.7851
2536,兩對,QQ+77+8,144,840241,840384,8766207.62,47.804
2537,兩對,QQ+77+9,144,840385,840528,8767709.96,47.8228
2538,兩對,QQ+77+10,144,840529,840672,8769212.31,47.8417
2539,兩對,QQ+77+J,144,840673,840816,8770714.66,47.8605
2540,兩對,QQ+77+K,144,840817,840960,8772217.01,47.8794
2541,兩對,QQ+77+A,144,840961,841104,8773719.35,47.8982
2542,兩對,QQ+88+2,144,841105,841248,8775221.7,47.9171
2543,兩對,QQ+88+3,144,841249,841392,8776724.05,47.9359
2544,兩對,QQ+88+4,144,841393,841536,8778226.4,47.9548
2545,兩對,QQ+88+5,144,841537,841680,8779728.74,47.9736
2546,兩對,QQ+88+6,144,841681,841824,8781231.09,47.9925
2547,兩對,QQ+88+7,144,841825,841968,8782733.44,48.0113
2548,兩對,QQ+88+9,144,841969,842112,8784235.79,48.0302
2549,兩對,QQ+88+10,144,842113,842256,8785738.13,48.049
2550,兩對,QQ+88+J,144,842257,842400,8787240.48,48.0679
2551,兩對,QQ+88+K,144,842401,842544,8788742.83,48.0867
2552,兩對,QQ+88+A,144,842545,842688,8790245.17,48.1056
2553,兩對,QQ+99+2,144,842689,842832,8791747.52,48.1244
2554,兩對,QQ+99+3,144,842833,842976,8793249.87,48.1433
2555,兩對,QQ+99+4,144,842977,843120,8794752.22,48.1621
2556,兩對,QQ+99+5,144,843121,843264,8796254.56,48.181
2557,兩對,QQ+99+6,144,843265,843408,8797756.91,48.1998
2558,兩對,QQ+99+7,144,843409,843552,8799259.26,48.2187
2559,兩對,QQ+99+8,144,843553,843696,8800761.61,48.2375
2560,兩對,QQ+99+10,144,843697,843840,8802263.95,48.2564
2561,兩對,QQ+99+J,144,843841,843984,8803766.3,48.2752
2562,兩對,QQ+99+K,144,843985,844128,8805268.65,48.2941
2563,兩對,QQ+99+A,144,844129,844272,8806771.0,48.3129
2564,兩對,QQ+1010+2,144,844273,844416,8808273.34,48.3318
2565,兩對,QQ+1010+3,144,844417,844560,8809775.69,48.3506
2566,兩對,QQ+1010+4,144,844561,844704,8811278.04,48.3695
2567,兩對,QQ+1010+5,144,844705,844848,8812780.39,48.3883
2568,兩對,QQ+1010+6,144,844849,844992,8814282.73,48.4072
2569,兩對,QQ+1010+7,144,844993,845136,8815785.08,48.426
2570,兩對,QQ+1010+8,144,845137,845280,8817287.43,48.4449
2571,兩對,QQ+1010+9,144,845281,845424,8818789.78,48.4637
2572,兩對,QQ+1010+J,144,845425,845568,8820292.12,48.4826
2573,兩對,QQ+1010+K,144,845569,845712,8821794.47,48.5014
2574,兩對,QQ+1010+A,144,845713,845856,8823296.82,48.5203
2575,兩對,QQ+JJ+2,144,845857,846000,8824799.17,48.5391
2576,兩對,QQ+JJ+3,144,846001,846144,8826301.51,48.558
2577,兩對,QQ+JJ+4,144,846145,846288,8827803.86,48.5768
2578,兩對,QQ+JJ+5,144,846289,846432,8829306.21,48.5957
2579,兩對,QQ+JJ+6,144,846433,846576,8830808.56,48.6145
2580,兩對,QQ+JJ+7,144,846577,846720,8832310.9,48.6334
2581,兩對,QQ+JJ+8,144,846721,846864,8833813.25,48.6522
2582,兩對,QQ+JJ+9,144,846865,847008,8835315.6,48.6711
2583,兩對,QQ+JJ+10,144,847009,847152,8836817.94,48.6899
2584,兩對,QQ+JJ+K,144,847153,847296,8838320.29,48.7088
2585,兩對,QQ+JJ+A,144,847297,847440,8839822.64,48.7276
2586,兩對,KK+22+3,144,847441,847584,8841324.99,48.7465
2587,兩對,KK+22+4,144,847585,847728,8842827.33,48.7653
2588,兩對,KK+22+5,144,847729,847872,8844329.68,48.7842
2589,兩對,KK+22+6,144,847873,848016,8845832.03,48.803
2590,兩對,KK+22+7,144,848017,848160,8847334.38,48.8219
2591,兩對,KK+22+8,144,848161,848304,8848836.72,48.8407
2592,兩對,KK+22+9,144,848305,848448,8850339.07,48.8596
2593,兩對,KK+22+10,144,848449,848592,8851841.42,48.8784
2594,兩對,KK+22+J,144,848593,848736,8853343.77,48.8973
2595,兩對,KK+22+Q,144,848737,848880,8854846.11,48.9161
2596,兩對,KK+22+A,144,848881,849024,8856348.46,48.935
2597,兩對,KK+33+2,144,849025,849168,8857850.81,48.9538
2598,兩對,KK+33+4,144,849169,849312,8859353.16,48.9727
2599,兩對,KK+33+5,144,849313,849456,8860855.5,48.9915
2600,兩對,KK+33+6,144,849457,849600,8862357.85,49.0104
2601,兩對,KK+33+7,144,849601,849744,8863860.2,49.0292
2602,兩對,KK+33+8,144,849745,849888,8865362.55,49.0481
2603,兩對,KK+33+9,144,849889,850032,8866864.89,49.0669
2604,兩對,KK+33+10,144,850033,850176,8868367.24,49.0858
2605,兩對,KK+33+J,144,850177,850320,8869869.59,49.1046
2606,兩對,KK+33+Q,144,850321,850464,8871371.94,49.1235
2607,兩對,KK+33+A,144,850465,850608,8872874.28,49.1423
2608,兩對,KK+44+2,144,850609,850752,8874376.63,49.1612
2609,兩對,KK+44+3,144,850753,850896,8875878.98,49.18
2610,兩對,KK+44+5,144,850897,851040,8877381.32,49.1989
2611,兩對,KK+44+6,144,851041,851184,8878883.67,49.2177
2612,兩對,KK+44+7,144,851185,851328,8880386.02,49.2366
2613,兩對,KK+44+8,144,851329,851472,8881888.37,49.2554
2614,兩對,KK+44+9,144,851473,851616,8883390.71,49.2743
2615,兩對,KK+44+10,144,851617,851760,8884893.06,49.2931
2616,兩對,KK+44+J,144,851761,851904,8886395.41,49.312
2617,兩對,KK+44+Q,144,851905,852048,8887897.76,49.3308
2618,兩對,KK+44+A,144,852049,852192,8889400.1,49.3497
2619,兩對,KK+55+2,144,852193,852336,8890902.45,49.3685
2620,兩對,KK+55+3,144,852337,852480,8892404.8,49.3874
2621,兩對,KK+55+4,144,852481,852624,8893907.15,49.4062
2622,兩對,KK+55+6,144,852625,852768,8895409.49,49.4251
2623,兩對,KK+55+7,144,852769,852912,8896911.84,49.4439
2624,兩對,KK+55+8,144,852913,853056,8898414.19,49.4628
2625,兩對,KK+55+9,144,853057,853200,8899916.54,49.4816
2626,兩對,KK+55+10,144,853201,853344,8901418.88,49.5005
2627,兩對,KK+55+J,144,853345,853488,8902921.23,49.5193
2628,兩對,KK+55+Q,144,853489,853632,8904423.58,49.5382
2629,兩對,KK+55+A,144,853633,853776,8905925.93,49.557
2630,兩對,KK+66+2,144,853777,853920,8907428.27,49.5759
2631,兩對,KK+66+3,144,853921,854064,8908930.62,49.5947
2632,兩對,KK+66+4,144,854065,854208,8910432.97,49.6136
2633,兩對,KK+66+5,144,854209,854352,8911935.32,49.6324
2634,兩對,KK+66+7,144,854353,854496,8913437.66,49.6513
2635,兩對,KK+66+8,144,854497,854640,8914940.01,49.6701
2636,兩對,KK+66+9,144,854641,854784,8916442.36,49.689
2637,兩對,KK+66+10,144,854785,854928,8917944.71,49.7078
2638,兩對,KK+66+J,144,854929,855072,8919447.05,49.7267
2639,兩對,KK+66+Q,144,855073,855216,8920949.4,49.7455
2640,兩對,KK+66+A,144,855217,855360,8922451.75,49.7644
2641,兩對,KK+77+2,144,855361,855504,8923954.09,49.7832
2642,兩對,KK+77+3,144,855505,855648,8925456.44,49.8021
2643,兩對,KK+77+4,144,855649,855792,8926958.79,49.8209
2644,兩對,KK+77+5,144,855793,855936,8928461.14,49.8398
2645,兩對,KK+77+6,144,855937,856080,8929963.48,49.8586
2646,兩對,KK+77+8,144,856081,856224,8931465.83,49.8775
2647,兩對,KK+77+9,144,856225,856368,8932968.18,49.8963
2648,兩對,KK+77+10,144,856369,856512,8934470.53,49.9152
2649,兩對,KK+77+J,144,856513,856656,8935972.87,49.934
2650,兩對,KK+77+Q,144,856657,856800,8937475.22,49.9529
2651,兩對,KK+77+A,144,856801,856944,8938977.57,49.9717
2652,兩對,KK+88+2,144,856945,857088,8940479.92,49.9906
2653,兩對,KK+88+3,144,857089,857232,8941982.26,50.0094
2654,兩對,KK+88+4,144,857233,857376,8943484.61,50.0283
2655,兩對,KK+88+5,144,857377,857520,8944986.96,50.0471
2656,兩對,KK+88+6,144,857521,857664,8946489.31,50.066
2657,兩對,KK+88+7,144,857665,857808,8947991.65,50.0848
2658,兩對,KK+88+9,144,857809,857952,8949494.0,50.1037
2659,兩對,KK+88+10,144,857953,858096,8950996.35,50.1225
2660,兩對,KK+88+J,144,858097,858240,8952498.7,50.1414
2661,兩對,KK+88+Q,144,858241,858384,8954001.04,50.1602
2662,兩對,KK+88+A,144,858385,858528,8955503.39,50.1791
2663,兩對,KK+99+2,144,858529,858672,8957005.74,50.1979
2664,兩對,KK+99+3,144,858673,858816,8958508.09,50.2168
2665,兩對,KK+99+4,144,858817,858960,8960010.43,50.2356
2666,兩對,KK+99+5,144,858961,859104,8961512.78,50.2545
2667,兩對,KK+99+6,144,859105,859248,8963015.13,50.2733
2668,兩對,KK+99+7,144,859249,859392,8964517.48,50.2922
2669,兩對,KK+99+8,144,859393,859536,8966019.82,50.311
2670,兩對,KK+99+10,144,859537,859680,8967522.17,50.3299
2671,兩對,KK+99+J,144,859681,859824,8969024.52,50.3487
2672,兩對,KK+99+Q,144,859825,859968,8970526.86,50.3676
2673,兩對,KK+99+A,144,859969,860112,8972029.21,50.3864
2674,兩對,KK+1010+2,144,860113,860256,8973531.56,50.4053
2675,兩對,KK+1010+3,144,860257,860400,8975033.91,50.4241
2676,兩對,KK+1010+4,144,860401,860544,8976536.25,50.443
2677,兩對,KK+1010+5,144,860545,860688,8978038.6,50.4618
2678,兩對,KK+1010+6,144,860689,860832,8979540.95,50.4807
2679,兩對,KK+1010+7,144,860833,860976,8981043.3,50.4995
2680,兩對,KK+1010+8,144,860977,861120,8982545.64,50.5184
2681,兩對,KK+1010+9,144,861121,861264,8984047.99,50.5372
2682,兩對,KK+1010+J,144,861265,861408,8985550.34,50.5561
2683,兩對,KK+1010+Q,144,861409,861552,8987052.69,50.5749
2684,兩對,KK+1010+A,144,861553,861696,8988555.03,50.5938
2685,兩對,KK+JJ+2,144,861697,861840,8990057.38,50.6126
2686,兩對,KK+JJ+3,144,861841,861984,8991559.73,50.6315
2687,兩對,KK+JJ+4,144,861985,862128,8993062.08,50.6503
2688,兩對,KK+JJ+5,144,862129,862272,8994564.42,50.6692
2689,兩對,KK+JJ+6,144,862273,862416,8996066.77,50.688
2690,兩對,KK+JJ+7,144,862417,862560,8997569.12,50.7069
2691,兩對,KK+JJ+8,144,862561,862704,8999071.47,50.7257
2692,兩對,KK+JJ+9,144,862705,862848,9000573.81,50.7446
2693,兩對,KK+JJ+10,144,862849,862992,9002076.16,50.7634
2694,兩對,KK+JJ+Q,144,862993,863136,9003578.51,50.7823
2695,兩對,KK+JJ+A,144,863137,863280,9005080.86,50.8011
2696,兩對,KK+QQ+2,144,863281,863424,9006583.2,50.82
2697,兩對,KK+QQ+3,144,863425,863568,9008085.55,50.8388
2698,兩對,KK+QQ+4,144,863569,863712,9009587.9,50.8577
2699,兩對,KK+QQ+5,144,863713,863856,9011090.25,50.8765
2700,兩對,KK+QQ+6,144,863857,864000,9012592.59,50.8954
2701,兩對,KK+QQ+7,144,864001,864144,9014094.94,50.9142
2702,兩對,KK+QQ+8,144,864145,864288,9015597.29,50.9331
2703,兩對,KK+QQ+9,144,864289,864432,9017099.63,50.9519
2704,兩對,KK+QQ+10,144,864433,864576,9018601.98,50.9708
2705,兩對,KK+QQ+J,144,864577,864720,9020104.33,50.9896
2706,兩對,KK+QQ+A,144,864721,864864,9021606.68,51.0085
2707,兩對,AA+22+3,144,864865,865008,9023109.02,51.0273
2708,兩對,AA+22+4,144,865009,865152,9024611.37,51.0462
2709,兩對,AA+22+5,144,865153,865296,9026113.72,51.065
2710,兩對,AA+22+6,144,865297,865440,9027616.07,51.0839
2711,兩對,AA+22+7,144,865441,865584,9029118.41,51.1027
2712,兩對,AA+22+8,144,865585,865728,9030620.76,51.1216
2713,兩對,AA+22+9,144,865729,865872,9032123.11,51.1404
2714,兩對,AA+22+10,144,865873,866016,9033625.46,51.1593
2715,兩對,AA+22+J,144,866017,866160,9035127.8,51.1781
2716,兩對,AA+22+Q,144,866161,866304,9036630.15,51.197
2717,兩對,AA+22+K,144,866305,866448,9038132.5,51.2158
2718,兩對,AA+33+2,144,866449,866592,9039634.85,51.2347
2719,兩對,AA+33+4,144,866593,866736,9041137.19,51.2535
2720,兩對,AA+33+5,144,866737,866880,9042639.54,51.2724
2721,兩對,AA+33+6,144,866881,867024,9044141.89,51.2912
2722,兩對,AA+33+7,144,867025,867168,9045644.24,51.3101
2723,兩對,AA+33+8,144,867169,867312,9047146.58,51.3289
2724,兩對,AA+33+9,144,867313,867456,9048648.93,51.3478
2725,兩對,AA+33+10,144,867457,867600,9050151.28,51.3666
2726,兩對,AA+33+J,144,867601,867744,9051653.63,51.3855
2727,兩對,AA+33+Q,144,867745,867888,9053155.97,51.4043
2728,兩對,AA+33+K,144,867889,868032,9054658.32,51.4232
2729,兩對,AA+44+2,144,868033,868176,9056160.67,51.442
2730,兩對,AA+44+3,144,868177,868320,9057663.02,51.4609
2731,兩對,AA+44+5,144,868321,868464,9059165.36,51.4797
2732,兩對,AA+44+6,144,868465,868608,9060667.71,51.4986
2733,兩對,AA+44+7,144,868609,868752,9062170.06,51.5174
2734,兩對,AA+44+8,144,868753,868896,9063672.4,51.5363
2735,兩對,AA+44+9,144,868897,869040,9065174.75,51.5551
2736,兩對,AA+44+10,144,869041,869184,9066677.1,51.574
2737,兩對,AA+44+J,144,869185,869328,9068179.45,51.5928
2738,兩對,AA+44+Q,144,869329,869472,9069681.79,51.6117
2739,兩對,AA+44+K,144,869473,869616,9071184.14,51.6305
2740,兩對,AA+55+2,144,869617,869760,9072686.49,51.6494
2741,兩對,AA+55+3,144,869761,869904,9074188.84,51.6682
2742,兩對,AA+55+4,144,869905,870048,9075691.18,51.6871
2743,兩對,AA+55+6,144,870049,870192,9077193.53,51.7059
2744,兩對,AA+55+7,144,870193,870336,9078695.88,51.7248
2745,兩對,AA+55+8,144,870337,870480,9080198.23,51.7436
2746,兩對,AA+55+9,144,870481,870624,9081700.57,51.7625
2747,兩對,AA+55+10,144,870625,870768,9083202.92,51.7813
2748,兩對,AA+55+J,144,870769,870912,9084705.27,51.8002
2749,兩對,AA+55+Q,144,870913,871056,9086207.62,51.819
2750,兩對,AA+55+K,144,871057,871200,9087709.96,51.8379
2751,兩對,AA+66+2,144,871201,871344,9089212.31,51.8567
2752,兩對,AA+66+3,144,871345,871488,9090714.66,51.8756
2753,兩對,AA+66+4,144,871489,871632,9092217.01,51.8944
2754,兩對,AA+66+5,144,871633,871776,9093719.35,51.9133
2755,兩對,AA+66+7,144,871777,871920,9095221.7,51.9321
2756,兩對,AA+66+8,144,871921,872064,9096724.05,51.951
2757,兩對,AA+66+9,144,872065,872208,9098226.4,51.9698
2758,兩對,AA+66+10,144,872209,872352,9099728.74,51.9887
2759,兩對,AA+66+J,144,872353,872496,9101231.09,52.0075
2760,兩對,AA+66+Q,144,872497,872640,9102733.44,52.0264
2761,兩對,AA+66+K,144,872641,872784,9104235.79,52.0452
2762,兩對,AA+77+2,144,872785,872928,9105738.13,52.0641
2763,兩對,AA+77+3,144,872929,873072,9107240.48,52.0829
2764,兩對,AA+77+4,144,873073,873216,9108742.83,52.1018
2765,兩對,AA+77+5,144,873217,873360,9110245.17,52.1206
2766,兩對,AA+77+6,144,873361,873504,9111747.52,52.1395
2767,兩對,AA+77+8,144,873505,873648,9113249.87,52.1583
2768,兩對,AA+77+9,144,873649,873792,9114752.22,52.1772
2769,兩對,AA+77+10,144,873793,873936,9116254.56,52.196
2770,兩對,AA+77+J,144,873937,874080,9117756.91,52.2149
2771,兩對,AA+77+Q,144,874081,874224,9119259.26,52.2337
2772,兩對,AA+77+K,144,874225,874368,9120761.61,52.2526
2773,兩對,AA+88+2,144,874369,874512,9122263.95,52.2714
2774,兩對,AA+88+3,144,874513,874656,9123766.3,52.2903
2775,兩對,AA+88+4,144,874657,874800,9125268.65,52.3091
2776,兩對,AA+88+5,144,874801,874944,9126771.0,52.328
2777,兩對,AA+88+6,144,874945,875088,9128273.34,52.3468
2778,兩對,AA+88+7,144,875089,875232,9129775.69,52.3657
2779,兩對,AA+88+9,144,875233,875376,9131278.04,52.3845
2780,兩對,AA+88+10,144,875377,875520,9132780.39,52.4034
2781,兩對,AA+88+J,144,875521,875664,9134282.73,52.4222
2782,兩對,AA+88+Q,144,875665,875808,9135785.08,52.4411
2783,兩對,AA+88+K,144,875809,875952,9137287.43,52.4599
2784,兩對,AA+99+2,144,875953,876096,9138789.78,52.4788
2785,兩對,AA+99+3,144,876097,876240,9140292.12,52.4976
2786,兩對,AA+99+4,144,876241,876384,9141794.47,52.5165
2787,兩對,AA+99+5,144,876385,876528,9143296.82,52.5353
2788,兩對,AA+99+6,144,876529,876672,9144799.17,52.5542
2789,兩對,AA+99+7,144,876673,876816,9146301.51,52.573
2790,兩對,AA+99+8,144,876817,876960,9147803.86,52.5919
2791,兩對,AA+99+10,144,876961,877104,9149306.21,52.6107
2792,兩對,AA+99+J,144,877105,877248,9150808.56,52.6296
2793,兩對,AA+99+Q,144,877249,877392,9152310.9,52.6484
2794,兩對,AA+99+K,144,877393,877536,9153813.25,52.6673
2795,兩對,AA+1010+2,144,877537,877680,9155315.6,52.6861
2796,兩對,AA+1010+3,144,877681,877824,9156817.94,52.705
2797,兩對,AA+1010+4,144,877825,877968,9158320.29,52.7238
2798,兩對,AA+1010+5,144,877969,878112,9159822.64,52.7427
2799,兩對,AA+1010+6,144,878113,878256,9161324.99,52.7615
2800,兩對,AA+1010+7,144,878257,878400,9162827.33,52.7804
2801,兩對,AA+1010+8,144,878401,878544,9164329.68,52.7992
2802,兩對,AA+1010+9,144,878545,878688,9165832.03,52.8181
2803,兩對,AA+1010+J,144,878689,878832,9167334.38,52.8369
2804,兩對,AA+1010+Q,144,878833,878976,9168836.72,52.8558
2805,兩對,AA+1010+K,144,878977,879120,9170339.07,52.8746
2806,兩對,AA+JJ+2,144,879121,879264,9171841.42,52.8935
2807,兩對,AA+JJ+3,144,879265,879408,9173343.77,52.9123
2808,兩對,AA+JJ+4,144,879409,879552,9174846.11,52.9312
2809,兩對,AA+JJ+5,144,879553,879696,9176348.46,52.95
2810,兩對,AA+JJ+6,144,879697,879840,9177850.81,52.9689
2811,兩對,AA+JJ+7,144,879841,879984,9179353.16,52.9877
2812,兩對,AA+JJ+8,144,879985,880128,9180855.5,53.0066
2813,兩對,AA+JJ+9,144,880129,880272,9182357.85,53.0254
2814,兩對,AA+JJ+10,144,880273,880416,9183860.2,53.0443
2815,兩對,AA+JJ+Q,144,880417,880560,9185362.55,53.0631
2816,兩對,AA+JJ+K,144,880561,880704,9186864.89,53.082
2817,兩對,AA+QQ+2,144,880705,880848,9188367.24,53.1008
2818,兩對,AA+QQ+3,144,880849,880992,9189869.59,53.1197
2819,兩對,AA+QQ+4,144,880993,881136,9191371.94,53.1385
2820,兩對,AA+QQ+5,144,881137,881280,9192874.28,53.1574
2821,兩對,AA+QQ+6,144,881281,881424,9194376.63,53.1762
2822,兩對,AA+QQ+7,144,881425,881568,9195878.98,53.1951
2823,兩對,AA+QQ+8,144,881569,881712,9197381.32,53.2139
2824,兩對,AA+QQ+9,144,881713,881856,9198883.67,53.2328
2825,兩對,AA+QQ+10,144,881857,882000,9200386.02,53.2516
2826,兩對,AA+QQ+J,144,882001,882144,9201888.37,53.2705
2827,兩對,AA+QQ+K,144,882145,882288,9203390.71,53.2893
2828,兩對,AA+KK+2,144,882289,882432,9204893.06,53.3082
2829,兩對,AA+KK+3,144,882433,882576,9206395.41,53.327
2830,兩對,AA+KK+4,144,882577,882720,9207897.76,53.3459
2831,兩對,AA+KK+5,144,882721,882864,9209400.1,53.3648
2832,兩對,AA+KK+6,144,882865,883008,9210902.45,53.3836
2833,兩對,AA+KK+7,144,883009,883152,9212404.8,53.4025
2834,兩對,AA+KK+8,144,883153,883296,9213907.15,53.4213
2835,兩對,AA+KK+9,144,883297,883440,9215409.49,53.4402
2836,兩對,AA+KK+10,144,883441,883584,9216911.84,53.459
2837,兩對,AA+KK+J,144,883585,883728,9218414.19,53.4779
2838,兩對,AA+KK+Q,144,883729,883872,9219916.54,53.4967
2839,三條,222+43,64,883873,883936,9221418.88,53.5156
2840,三條,222+53,64,883937,884000,9222086.59,53.5344
2841,三條,222+54,64,884001,884064,9222754.3,53.5533
2842,三條,222+63,64,884065,884128,9223422.01,53.5721
2843,三條,222+64,64,884129,884192,9224089.72,53.591
2844,三條,222+65,64,884193,884256,9224757.43,53.6098
2845,三條,222+73,64,884257,884320,9225425.14,53.6287
2846,三條,222+74,64,884321,884384,9226092.85,53.6475
2847,三條,222+75,64,884385,884448,9226760.56,53.6664
2848,三條,222+76,64,884449,884512,9227428.27,53.6852
2849,三條,222+83,64,884513,884576,9228095.98,53.7041
2850,三條,222+84,64,884577,884640,9228763.69,53.7229
2851,三條,222+85,64,884641,884704,9229431.4,53.7418
2852,三條,222+86,64,884705,884768,9230099.11,53.7606
2853,三條,222+87,64,884769,884832,9230766.82,53.7795
2854,三條,222+93,64,884833,884896,9231434.53,53.7983
2855,三條,222+94,64,884897,884960,9232102.24,53.8172
2856,三條,222+95,64,884961,885024,9232769.95,53.836
2857,三條,222+96,64,885025,885088,9233437.66,53.8549
2858,三條,222+97,64,885089,885152,9234105.37,53.8737
2859,三條,222+98,64,885153,885216,9234773.08,53.8926
2860,三條,222+103,64,885217,885280,9235440.79,53.9114
2861,三條,222+104,64,885281,885344,9236108.5,53.9303
2862,三條,222+105,64,885345,885408,9236776.21,53.9491
2863,三條,222+106,64,885409,885472,9237443.92,53.968
2864,三條,222+107,64,885473,885536,9238111.63,53.9868
2865,三條,222+108,64,885537,885600,9238779.34,54.0057
2866,三條,222+109,64,885601,885664,9239447.05,54.0245
2867,三條,222+J3,64,885665,885728,9240114.76,54.0434
2868,三條,222+J4,64,885729,885792,9240782.47,54.0622
2869,三條,222+J5,64,885793,885856,9241450.18,54.0811
2870,三條,222+J6,64,885857,885920,9242117.89,54.0999
2871,三條,222+J7,64,885921,885984,9242785.6,54.1188
2872,三條,222+J8,64,885985,886048,9243453.31,54.1376
2873,三條,222+J9,64,886049,886112,9244121.02,54.1565
2874,三條,222+J10,64,886113,886176,9244788.73,54.1753
2875,三條,222+Q3,64,886177,886240,9245456.44,54.1942
2876,三條,222+Q4,64,886241,886304,9246124.15,54.213
2877,三條,222+Q5,64,886305,886368,9246791.86,54.2319
2878,三條,222+Q6,64,886369,886432,9247459.57,54.2507
2879,三條,222+Q7,64,886433,886496,9248127.28,54.2696
2880,三條,222+Q8,64,886497,886560,9248794.99,54.2884
2881,三條,222+Q9,64,886561,886624,9249462.7,54.3073
2882,三條,222+Q10,64,886625,886688,9250130.41,54.3261
2883,三條,222+QJ,64,886689,886752,9250798.12,54.345
2884,三條,222+K3,64,886753,886816,9251465.83,54.3638
2885,三條,222+K4,64,886817,886880,9252133.54,54.3827
2886,三條,222+K5,64,886881,886944,9252801.25,54.4015
2887,三條,222+K6,64,886945,887008,9253468.96,54.4204
2888,三條,222+K7,64,887009,887072,9254136.67,54.4392
2889,三條,222+K8,64,887073,887136,9254804.38,54.4581
2890,三條,222+K9,64,887137,887200,9255472.09,54.4769
2891,三條,222+K10,64,887201,887264,9256139.8,54.4958
2892,三條,222+KJ,64,887265,887328,9256807.51,54.5146
2893,三條,222+KQ,64,887329,887392,9257475.22,54.5335
2894,三條,222+A3,64,887393,887456,9258142.93,54.5523
2895,三條,222+A4,64,887457,887520,9258810.64,54.5712
2896,三條,222+A5,64,887521,887584,9259478.35,54.59
2897,三條,222+A6,64,887585,887648,9260146.06,54.6089
2898,三條,222+A7,64,887649,887712,9260813.77,54.6277
2899,三條,222+A8,64,887713,887776,9261481.48,54.6466
2900,三條,222+A9,64,887777,887840,9262149.19,54.6654
2901,三條,222+A10,64,887841,887904,9262816.9,54.6843
2902,三條,222+AJ,64,887905,887968,9263484.61,54.7031
2903,三條,222+AQ,64,887969,888032,9264152.32,54.722
2904,三條,222+AK,64,888033,888096,9264820.03,54.7408
2905,三條,333+42,64,888097,888160,9265487.74,54.7597
2906,三條,333+52,64,888161,888224,9266155.45,54.7785
2907,三條,333+54,64,888225,888288,9266823.16,54.7974
2908,三條,333+62,64,888289,888352,9267490.87,54.8162
2909,三條,333+64,64,888353,888416,9268158.58,54.8351
2910,三條,333+65,64,888417,888480,9268826.29,54.8539
2911,三條,333+72,64,888481,888544,9269494.0,54.8728
2912,三條,333+74,64,888545,888608,9270161.71,54.8916
